"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_mt_percent","non_ribo_percent","outliers","is_cell_control","total_features_by_counts","log10_total_features_by_counts","total_counts","log10_total_counts","pct_counts_in_top_50_features","pct_counts_in_top_100_features","pct_counts_in_top_200_features","pct_counts_in_top_500_features","total_features","log10_total_features","pct_counts_top_50_features","pct_counts_top_100_features","pct_counts_top_200_features","pct_counts_top_500_features","cell_line","cell_line_demuxlet","demuxlet_cls"
"Lib90_00710",8380,1119,48206,4140,2135,0,2145,5218,38865,0.82467515738462,0.78044492977102,"FALSE",FALSE,5218,3.71758729685546,38865,4.58956984633444,25.9745272095716,40.0128650456709,54.5194905441914,69.6410652257815,5218,3.71758729685546,25.9745272095716,40.0128650456709,54.5194905441914,69.6410652257815,"HCC827","HCC827","SNG"
"Lib90_00711",9520,1958,44932,6857,1929,0,3559,6053,36797,0.796260564503557,0.800961817278089,"FALSE",FALSE,6053,3.78204241662055,36797,4.56582421507114,28.1191401472946,38.8401228361008,50.0856048047395,64.0459820094029,6053,3.78204241662055,28.1191401472946,38.8401228361008,50.0856048047395,64.0459820094029,"H838","H838","SNG"
"Lib90_00712",9529,2422,42564,6891,1807,0,2611,5363,34927,0.823174048494524,0.777965248098821,"FALSE",FALSE,5363,3.72948876917956,34927,4.54317371836506,26.0572050276291,37.9190883843445,50.9433962264151,66.4872448249205,5363,3.72948876917956,26.0572050276291,37.9190883843445,50.9433962264151,66.4872448249205,"H838","H838","SNG"
"Lib90_00713",8344,1395,46995,4733,1999,0,1845,5486,37971,0.816623212236543,0.777856580586084,"FALSE",FALSE,5486,3.73933496019608,37971,4.5794634722014,23.2387874957204,35.693028890469,49.2560111664165,65.2655974296173,5486,3.73933496019608,23.2387874957204,35.693028890469,49.2560111664165,65.2655974296173,"H838","H838","SNG"
"Lib90_00714",9316,2391,45254,6034,1901,0,2821,6040,37016,0.813026799002316,0.795736763632817,"FALSE",FALSE,6040,3.78110883572947,37016,4.5684012189485,24.7433542251999,35.8709747136373,47.7226064404582,62.6620920682948,6040,3.78110883572947,24.7433542251999,35.8709747136373,47.7226064404582,62.6620920682948,"H838","H838","SNG"
"Lib90_00715",9028,1611,46057,6320,2078,0,4005,5737,38179,0.802797349117893,0.773592610180306,"FALSE",FALSE,5737,3.75876054390998,38179,4.58183592405765,29.199298043427,41.700935069017,54.9752481730794,69.2972576547317,5737,3.75876054390998,29.199298043427,41.700935069017,54.9752481730794,69.2972576547317,"H1975","H838","DBL"
"Lib90_00716",8231,1269,44375,5830,1629,0,2224,5706,36174,0.807817769445508,0.784237080710709,"FALSE",FALSE,5706,3.75640787254896,36174,4.55840853979107,28.1307016088904,40.5374025543208,52.695306020899,66.7883009896611,5706,3.75640787254896,28.1307016088904,40.5374025543208,52.695306020899,66.7883009896611,"H2228","H2228","SNG"
"Lib90_00717",8188,1053,46191,4693,1802,0,2123,5914,37290,0.803539822793365,0.801689245993766,"FALSE",FALSE,5914,3.77195474896395,37290,4.57160402961121,25.0335210512202,36.5593993027621,49.1043175113972,64.3577366586216,5914,3.77195474896395,25.0335210512202,36.5593993027621,49.1043175113972,64.3577366586216,"H2228","H2228","SNG"
"Lib90_00718",10408,2128,43465,6868,1990,0,4421,5856,35586,0.784072387797428,0.809840721114843,"FALSE",FALSE,5856,3.76767522402796,35586,4.55129137832807,30.3096723430563,41.3027595121677,52.8241443264205,67.0263586803799,5856,3.76767522402796,30.3096723430563,41.3027595121677,52.8241443264205,67.0263586803799,"H1975","H1975","SNG"
"Lib90_00719",10225,1779,46630,5891,2221,0,3655,5965,37782,0.800328198401268,0.807897726986997,"FALSE",FALSE,5965,3.77568324902604,37782,4.57729643827929,25.4353925149542,36.0621459954476,47.9990471653168,63.4561431369435,5965,3.77568324902604,25.4353925149542,36.0621459954476,47.9990471653168,63.4561431369435,"H838","H838","SNG"
"Lib90_00720",8179,1146,48465,4153,2014,0,2906,5476,40022,0.804257658086988,0.783219033726692,"FALSE",FALSE,5476,3.73854274092879,40022,4.60230963888826,27.1600619659187,39.9980010993953,54.2876417970116,69.2019389335865,5476,3.73854274092879,27.1600619659187,39.9980010993953,54.2876417970116,69.2019389335865,"HCC827","HCC827","SNG"
"Lib90_00721",8783,1100,48156,5291,1734,0,2215,5715,38744,0.823379103648725,0.789876938396413,"FALSE",FALSE,5715,3.75709222011893,38744,4.588215665229,27.4158579392938,40.1404088374974,53.5540986991534,67.979558125129,5715,3.75709222011893,27.4158579392938,40.1404088374974,53.5540986991534,67.979558125129,"H2228","H2228","SNG"
"Lib90_00722",8585,952,47555,4201,1942,0,3384,5314,38195,0.790443775156318,0.824086706614293,"FALSE",FALSE,5314,3.72550326885932,38195,4.58201788466863,28.9173975651263,40.6492996465506,53.0907186804556,68.2104987563817,5314,3.72550326885932,28.9173975651263,40.6492996465506,53.0907186804556,68.2104987563817,"A549","A549","SNG"
"Lib90_00723",9213,1997,44528,6277,1882,0,3583,5755,36306,0.782212306290362,0.801960887467392,"FALSE",FALSE,5755,3.76012078526457,36306,4.55999036520945,27.8411281881783,38.8145210158101,50.7794854844929,65.3638517049524,5755,3.76012078526457,27.8411281881783,38.8145210158101,50.7794854844929,65.3638517049524,"H838","H838","SNG"
"Lib90_00724",9174,1830,43672,6921,1862,0,2329,5843,35678,0.813890912939657,0.78317148293865,"FALSE",FALSE,5843,3.76671020726226,35678,4.55241267360296,25.3461516901172,36.5323168339032,48.5845619149055,63.7395593923426,5843,3.76671020726226,25.3461516901172,36.5323168339032,48.5845619149055,63.7395593923426,"H838","H838","SNG"
"Lib90_00725",8395,1849,49293,4251,2143,0,1981,5583,40110,0.817576663969689,0.771777419152974,"FALSE",FALSE,5583,3.7469454096151,40110,4.60326348943286,25.1383694839192,37.2824731987036,50.4861630516081,65.8638743455497,5583,3.7469454096151,25.1383694839192,37.2824731987036,50.4861630516081,65.8638743455497,"H838","H838","SNG"
"Lib90_00726",10853,3211,38271,10645,1444,0,4793,5715,31798,0.778350839430672,0.819768281096836,"FALSE",FALSE,5715,3.75709222011893,31798,4.50241346271052,31.5806025536197,42.1284357506761,53.5945656959557,66.1865526133719,5715,3.75709222011893,31.5806025536197,42.1284357506761,53.5945656959557,66.1865526133719,"HCC827","HCC827","SNG"
"Lib90_00727",9646,1437,43097,7208,1770,0,3334,5867,35699,0.816101291124093,0.76492317293953,"FALSE",FALSE,5867,3.76849010517124,35699,4.55266821611219,31.4826745847223,45.2869828286507,57.5422280736155,69.70783495336,5867,3.76849010517124,31.4826745847223,45.2869828286507,57.5422280736155,69.70783495336,"HCC827","HCC827","SNG"
"Lib90_00728",9141,1077,46401,4936,2050,0,2340,5167,37712,0.823053669701142,0.747242058962118,"FALSE",FALSE,5167,3.71332250498703,37712,4.5764910811095,28.9218285956725,43.2276198557488,57.8622189223589,71.9320110309716,5167,3.71332250498703,28.9218285956725,43.2276198557488,57.8622189223589,71.9320110309716,"HCC827","HCC827","SNG"
"Lib90_00729",9320,2394,44373,6481,1821,0,2514,5714,36533,0.815810363009933,0.78942304507622,"FALSE",FALSE,5714,3.7570162347313,36533,4.56269722443817,24.148030547724,35.8251443900036,48.7121232857964,64.1201105849506,5714,3.7570162347313,24.148030547724,35.8251443900036,48.7121232857964,64.1201105849506,"H838","H838","SNG"
"Lib90_00730",8719,1340,48720,3896,2312,0,3357,5558,40960,0.792163085744101,0.796801563280868,"FALSE",FALSE,5558,3.74499667403856,40960,4.61237055073097,26.3623046875,38.0859375,51.6796875,67.82470703125,5558,3.74499667403856,26.3623046875,38.0859375,51.6796875,67.82470703125,"H838","H838","SNG"
"Lib90_00731",10297,1937,45013,5807,2011,0,2882,5544,36789,0.811465383453895,0.779037000452037,"FALSE",FALSE,5544,3.74390155048518,36789,4.56572978783113,25.4206420397401,37.2285193943842,50.0910598276659,65.6364674223273,5544,3.74390155048518,25.4206420397401,37.2285193943842,50.0910598276659,65.6364674223273,"H838","H838","SNG"
"Lib90_00732",8465,1105,46313,5391,2163,0,3702,5278,37567,0.803923656186567,0.755822728505676,"FALSE",FALSE,5278,3.72255166200096,37567,4.5748180752315,32.6297015998083,46.0510554476003,59.1130513482578,72.4439002315862,5278,3.72255166200096,32.6297015998083,46.0510554476003,59.1130513482578,72.4439002315862,"A549","A549","SNG"
"Lib90_00733",8585,877,47689,3877,2103,0,2172,5156,39107,0.816835860378746,0.758687508965784,"FALSE",FALSE,5156,3.71239713140672,39107,4.59226560651277,28.5064055028512,42.3428030787327,56.9770117881709,71.22765745263,5156,3.71239713140672,28.5064055028512,42.3428030787327,56.9770117881709,71.22765745263,"HCC827","HCC827","SNG"
"Lib90_00734",9369,2026,43530,6631,1933,0,2834,5760,35367,0.811604037432747,0.778352481592309,"FALSE",FALSE,5760,3.76049787522653,35367,4.54861050189782,28.5265925863093,40.139112732208,52.5546413323154,67.2774054909944,5760,3.76049787522653,28.5265925863093,40.139112732208,52.5546413323154,67.2774054909944,"H838","H838","SNG"
"Lib90_00735",9438,1299,40749,7477,1468,0,2301,6052,33005,0.806302075198818,0.804998998636874,"FALSE",FALSE,6052,3.78197067391255,33005,4.51859289533341,28.8441145281018,39.748522951068,51.5134070595364,64.5508256324799,6052,3.78197067391255,28.8441145281018,39.748522951068,51.5134070595364,64.5508256324799,"H2228","H2228","SNG"
"Lib90_00736",8268,1213,45010,5533,1796,0,2407,5916,36977,0.80569002331025,0.799956513520158,"FALSE",FALSE,5916,3.77210156927701,36977,4.56794341811432,27.2277361603159,38.8890391324337,50.920842685994,65.1972847986586,5916,3.77210156927701,27.2277361603159,38.8890391324337,50.920842685994,65.1972847986586,"H2228","H2228","SNG"
"Lib90_00737",9055,1219,45016,5403,1706,0,1791,5523,36805,0.814563238469077,0.767042312989454,"FALSE",FALSE,5523,3.74225366990659,36805,4.5659186217846,27.2462980573292,39.9538106235566,53.3242765928542,67.8657791060997,5523,3.74225366990659,27.2462980573292,39.9538106235566,53.3242765928542,67.8657791060997,"H2228","H2228","SNG"
"Lib90_00738",8585,1664,43386,5102,1915,0,2338,5726,35055,0.805705319981256,0.797945857097174,"FALSE",FALSE,5726,3.75792718311333,35055,4.54476236021663,24.6669519326772,35.9549279703323,48.2955355869348,63.6656682356297,5726,3.75792718311333,24.6669519326772,35.9549279703323,48.2955355869348,63.6656682356297,"H838","H838","SNG"
"Lib90_00739",8943,1102,45792,6124,1761,0,1870,6043,37112,0.815019400513306,0.820165763050829,"FALSE",FALSE,6043,3.78132445566699,37112,4.56952606161867,24.1727743048071,35.6057339943953,47.8605302866997,62.7074800603578,6043,3.78132445566699,24.1727743048071,35.6057339943953,47.8605302866997,62.7074800603578,"H2228","H2228","SNG"
"Lib90_00740",7874,923,49854,4436,2042,0,2955,5602,40087,0.805498041558236,0.824007577517006,"FALSE",FALSE,5602,3.74842062246757,40087,4.60301438973442,27.8544166437997,38.7706737845187,51.0888816823409,66.5203183076808,5602,3.74842062246757,27.8544166437997,38.7706737845187,51.0888816823409,66.5203183076808,"A549","A549","SNG"
"Lib90_00741",9148,1161,46488,5622,2156,0,3251,5918,37897,0.79188326231842,0.804522573152869,"FALSE",FALSE,5918,3.77224833997185,37897,4.57861629144874,25.4532021004301,36.6203129535319,49.1859513945695,64.3164366572552,5918,3.77224833997185,25.4532021004301,36.6203129535319,49.1859513945695,64.3164366572552,"H1975","H1975","SNG"
"Lib90_00742",9430,1566,44896,5249,1873,0,3861,6020,37079,0.777582998253032,0.80964944856942,"FALSE",FALSE,6020,3.77966862720715,37079,4.56913972547246,25.5292753310499,36.2280536152539,48.4101512985787,63.3269505650098,6020,3.77966862720715,25.5292753310499,36.2280536152539,48.4101512985787,63.3269505650098,"H838","H838","SNG"
"Lib90_00743",9181,1321,43793,7518,1655,0,2230,6371,35321,0.817672206104676,0.807762858423358,"FALSE",FALSE,6371,3.80427576712909,35321,4.54804528619581,26.2336853429971,37.2186517935506,48.61697007446,61.9461510149769,6371,3.80427576712909,26.2336853429971,37.2186517935506,48.61697007446,61.9461510149769,"H2228","H2228","SNG"
"Lib90_00744",9899,1664,43313,6051,1959,0,4198,5452,35515,0.771561311904389,0.806081710240262,"FALSE",FALSE,5452,3.73663549768682,35515,4.55042404731633,29.424186963255,40.1379698718851,52.0596930874279,67.2448261298043,5452,3.73663549768682,29.424186963255,40.1379698718851,52.0596930874279,67.2448261298043,"H838","H838","SNG"
"Lib90_00745",8866,1237,46491,6180,1856,0,2040,5800,37841,0.809941597523865,0.768636989340401,"FALSE",FALSE,5800,3.7635028654676,37841,4.57797408137696,29.7190877619513,42.0020612563093,54.0947649375017,67.8893263920087,5800,3.7635028654676,29.7190877619513,42.0020612563093,54.0947649375017,67.8893263920087,"H2228","H2228","SNG"
"Lib90_00746",9097,1375,45879,5013,1994,0,2487,5662,37126,0.81218014307704,0.817243759833066,"FALSE",FALSE,5662,3.75304656162653,37126,4.56968985803081,24.6215590152454,35.3687442762485,47.9771588644077,63.957873188601,5662,3.75304656162653,24.6215590152454,35.3687442762485,47.9771588644077,63.957873188601,"H838","H838","SNG"
"Lib90_00747",8580,1138,47025,4409,1951,0,2633,5410,38309,0.8067294889434,0.77373442957675,"FALSE",FALSE,5410,3.73327753393258,38309,4.58331215198308,26.4794173692866,39.5390117204834,53.2877391735623,68.417343183064,5410,3.73327753393258,26.4794173692866,39.5390117204834,53.2877391735623,68.417343183064,"HCC827","HCC827","SNG"
"Lib90_00748",8949,1283,43362,6929,1716,0,2475,6038,35180,0.810375212958961,0.808697894059723,"FALSE",FALSE,6038,3.78096502960832,35180,4.54630817987157,26.1569073337123,37.3507674815236,49.0420693575895,62.9249573621376,6038,3.78096502960832,26.1569073337123,37.3507674815236,49.0420693575895,62.9249573621376,"H2228","H2228","SNG"
"Lib90_00749",8195,889,46984,4759,1770,0,2238,5808,38134,0.8101431791026,0.783106733333316,"FALSE",FALSE,5808,3.76410137647623,38134,4.58132375072473,26.6874704987675,39.0517648292862,52.0139508050559,66.7698117165784,5808,3.76410137647623,26.6874704987675,39.0517648292862,52.0139508050559,66.7698117165784,"H2228","H2228","SNG"
"Lib90_00750",9130,1149,45014,5572,2128,0,4466,5375,36410,0.778137873996666,0.803652621902603,"FALSE",FALSE,5375,3.73045926004577,36410,4.56123260666034,29.2337269980775,40.4723976929415,52.7767096951387,68.244987640758,5375,3.73045926004577,29.2337269980775,40.4723976929415,52.7767096951387,68.244987640758,"H838","H838","SNG"
"Lib90_00751",9219,1372,43423,6657,1566,0,3116,5839,35759,0.7951844288724,0.796638385682378,"FALSE",FALSE,5839,3.7664128471124,35759,4.55339751012388,31.0635084873738,41.8943482759585,53.6256606728376,67.0600408288822,5839,3.7664128471124,31.0635084873738,41.8943482759585,53.6256606728376,67.0600408288822,"H2228","H2228","SNG"
"Lib90_00752",8572,1210,46032,5809,1838,0,2875,5571,37408,0.821375106709427,0.801459366590203,"FALSE",FALSE,5571,3.74601110775193,37408,4.57297609899514,30.4827844311377,43.4265397775877,56.6135585970915,70.4100727117194,5571,3.74601110775193,30.4827844311377,43.4265397775877,56.6135585970915,70.4100727117194,"HCC827","HCC827","SNG"
"Lib90_00753",9297,980,44851,5360,1638,0,3037,5405,36453,0.808054206565151,0.728307484073332,"FALSE",FALSE,5405,3.73287604136271,36453,4.56174518924154,34.9189367130277,48.8876087016158,60.3708885414095,72.0983183825748,5405,3.73287604136271,34.9189367130277,48.8876087016158,60.3708885414095,72.0983183825748,"H2228","H2228","SNG"
"Lib90_00754",9143,2042,44573,4713,1889,0,2056,5777,36396,0.815062094511742,0.798191889715384,"FALSE",FALSE,5777,3.76177753750818,36396,4.56106558867271,22.082096933729,33.2948675678646,46.2358500934169,62.4161995823717,5777,3.76177753750818,22.082096933729,33.2948675678646,46.2358500934169,62.4161995823717,"H838","H838","SNG"
"Lib90_00755",7940,1532,42405,7342,1671,0,2271,6027,34604,0.813258582587776,0.819211415093222,"FALSE",FALSE,6027,3.78017324364259,34604,4.53913885357677,25.4883828459138,36.4553230840365,48.433707085886,62.7326320656571,6027,3.78017324364259,25.4883828459138,36.4553230840365,48.433707085886,62.7326320656571,"H2228","H2228","SNG"
"Lib90_00756",9327,2154,44771,4956,1846,0,6027,5596,36728,0.765546721638655,0.81185994013833,"FALSE",FALSE,5596,3.74795530690673,36728,4.5650091042126,30.9246351557395,41.7256588978436,53.2155303855369,67.251143541712,5596,3.74795530690673,30.9246351557395,41.7256588978436,53.2155303855369,67.251143541712,"H838","H838","SNG"
"Lib90_00757",8295,897,46922,4509,2243,0,3868,5503,37622,0.789033012389285,0.785896340998261,"FALSE",FALSE,5503,3.74067842522745,37622,4.57545342256735,31.0270586359045,43.1183881771304,55.6748710860667,69.4965711551752,5503,3.74067842522745,31.0270586359045,43.1183881771304,55.6748710860667,69.4965711551752,"A549","A549","SNG"
"Lib90_00758",9554,1269,45867,4947,2211,0,2251,6014,37702,0.796297278447749,0.815765525498508,"FALSE",FALSE,6014,3.77923563167586,37702,4.57637590807342,22.4789135854862,33.154739801602,45.2999840857249,61.010025993316,6014,3.77923563167586,22.4789135854862,33.154739801602,45.2999840857249,61.010025993316,"H1975","H1975","SNG"
"Lib90_00759",9081,1734,47132,4750,2074,0,4305,5147,38423,0.805298909297739,0.751138445426321,"FALSE",FALSE,5147,3.71163853823235,38423,4.58460257363091,31.3744371860604,45.0641542825912,58.5899070869011,72.4357806522135,5147,3.71163853823235,31.3744371860604,45.0641542825912,58.5899070869011,72.4357806522135,"H838","H838","SNG"
"Lib90_00760",9488,1402,43208,6036,2034,0,3070,6029,35364,0.791680805114896,0.799569958271135,"FALSE",FALSE,6029,3.78031731214015,35364,4.54857366241847,24.6380499943445,35.7227689175433,47.5257323832146,62.3515439429929,6029,3.78031731214015,24.6380499943445,35.7227689175433,47.5257323832146,62.3515439429929,"H1975","H1975","SNG"
"Lib90_00761",9841,1973,39242,10277,1356,0,3831,5973,32229,0.796766886717935,0.796580472065385,"FALSE",FALSE,5973,3.77626521826811,32229,4.50826030551233,32.2287380930218,44.1776040212231,55.2483787892892,66.8869651556052,5973,3.77626521826811,32.2287380930218,44.1776040212231,55.2483787892892,66.8869651556052,"H2228","H2228","SNG"
"Lib90_00762",8948,2152,44586,6695,1833,0,1952,5492,36751,0.826644172722744,0.780223455083275,"FALSE",FALSE,5492,3.73980959902136,36751,4.56528097785095,24.1952599929254,35.9391581181464,49.5034148730647,65.426791107725,5492,3.73980959902136,24.1952599929254,35.9391581181464,49.5034148730647,65.426791107725,"H838","H838","SNG"
"Lib90_00763",8591,1636,46171,4748,2095,0,3060,5579,37577,0.809750645126074,0.79761535044965,"FALSE",FALSE,5579,3.74663419893758,37577,4.57493366208495,28.1555206642361,39.7184447933576,52.2048061314102,67.1926976608031,5579,3.74663419893758,28.1555206642361,39.7184447933576,52.2048061314102,67.1926976608031,"H838","H838","SNG"
"Lib90_00764",9592,1771,42253,7601,1584,0,2894,5669,35718,0.809003863371688,0.753877385666223,"FALSE",FALSE,5669,3.75358305889291,35718,4.55289929174615,32.9637717677362,46.3239823058402,58.6007055266252,70.5302648524553,5669,3.75358305889291,32.9637717677362,46.3239823058402,58.6007055266252,70.5302648524553,"H2228","H2228","SNG"
"Lib90_00765",9495,1578,45631,5456,2072,0,2158,5815,36866,0.813540931803412,0.775077096762031,"FALSE",FALSE,5815,3.76462439785098,36866,4.56663779894448,25.153257744263,36.6516573536592,49.5008951337276,64.392665328487,5815,3.76462439785098,25.153257744263,36.6516573536592,49.5008951337276,64.392665328487,"H838","H838","SNG"
"Lib90_00766",8929,1520,43133,6145,1866,0,2830,5796,35185,0.813443228417381,0.788631294974763,"FALSE",FALSE,5796,3.76320330037077,35185,4.54636989835931,27.2673014068495,39.1672587750462,51.5645871820378,65.4455023447492,5796,3.76320330037077,27.2673014068495,39.1672587750462,51.5645871820378,65.4455023447492,"HCC827","HCC827","SNG"
"Lib90_00767",8861,1863,42498,6156,1993,0,3246,5696,34853,0.806501592170975,0.810145235662573,"FALSE",FALSE,5696,3.75564621945668,34853,4.54225262685987,26.7667058789774,37.4745359079563,49.5509712219895,64.1695119501908,5696,3.75564621945668,26.7667058789774,37.4745359079563,49.5509712219895,64.1695119501908,"H838","H838","SNG"
"Lib90_00768",8522,1131,45305,4679,2202,0,2869,4990,38340,0.805399060822796,0.737949729277588,"FALSE",FALSE,4990,3.69818756986612,38340,4.5836634358456,31.264997391758,46.0485133020344,60.3729786124152,74.4261867501304,4990,3.69818756986612,31.264997391758,46.0485133020344,60.3729786124152,74.4261867501304,"H1975","H1975","SNG"
"Lib90_00769",9130,1278,40354,7656,1502,0,2582,5971,32647,0.794651882012236,0.828743581724636,"FALSE",FALSE,5971,3.77611979905299,32647,4.51385658176521,27.6227524734279,37.8319600575857,49.4103592979447,63.6658804790639,5971,3.77611979905299,27.6227524734279,37.8319600575857,49.4103592979447,63.6658804790639,"H2228","H2228","SNG"
"Lib90_00770",8726,952,44505,4552,1973,0,2218,5275,36395,0.819343316164489,0.756779569506919,"FALSE",FALSE,5275,3.72230478687433,36395,4.56105365635829,27.8829509548015,41.9782937216651,56.6259101524935,70.9273251820305,5275,3.72230478687433,27.8829509548015,41.9782937216651,56.6259101524935,70.9273251820305,"HCC827","HCC827","SNG"
"Lib90_00771",8894,1857,43343,5862,1949,0,2780,5550,35505,0.810449232274201,0.785917255057807,"FALSE",FALSE,5550,3.74437122733186,35505,4.55030174873708,26.1709618363611,37.9439515561189,50.7055344317702,65.9456414589494,5550,3.74437122733186,26.1709618363611,37.9439515561189,50.7055344317702,65.9456414589494,"H838","H838","SNG"
"Lib90_00772",8140,1465,41919,7274,1603,0,1577,5848,34012,0.832265082667216,0.810125599751382,"FALSE",FALSE,5848,3.76708162136332,34012,4.53164493907726,25.6438903916265,37.5573327061037,50.0940844407856,64.5507467952487,5848,3.76708162136332,25.6438903916265,37.5573327061037,50.0940844407856,64.5507467952487,"H2228","H2228","SNG"
"Lib90_00773",8813,2389,43998,5185,1872,0,2981,5379,35940,0.811769615800843,0.782164501345436,"FALSE",FALSE,5379,3.73078227566639,35940,4.55559015648025,25.8736783528102,37.9883138564274,50.9933222036728,66.69449081803,5379,3.73078227566639,25.8736783528102,37.9883138564274,50.9933222036728,66.69449081803,"H838","H838","SNG"
"Lib90_00774",8558,1141,45641,5009,2085,0,2794,5531,37297,0.793012842643373,0.769874046203704,"FALSE",FALSE,5531,3.74288217143727,37297,4.57168554461697,27.6644234120707,40.4885111403062,53.8917339196182,68.552430490388,5531,3.74288217143727,27.6644234120707,40.4885111403062,53.8917339196182,68.552430490388,"HCC827","HCC827","SNG"
"Lib90_00775",8145,934,47460,4944,2106,0,2280,5961,38731,0.806485760551887,0.820298773515072,"FALSE",FALSE,5961,3.77539197169661,38731,4.58806992318122,23.5057189331543,34.6673207508198,46.8823423097777,62.3608995378379,5961,3.77539197169661,23.5057189331543,34.6673207508198,46.8823423097777,62.3608995378379,"A549","A549","SNG"
"Lib90_00776",7942,1111,45889,5596,1804,0,2639,5948,37978,0.811101163618121,0.817078093349283,"FALSE",FALSE,5948,3.77444396892496,37978,4.57954352542998,26.7997261572489,38.4011796303123,50.3001737848228,64.5294644267734,5948,3.77444396892496,26.7997261572489,38.4011796303123,50.3001737848228,64.5294644267734,"A549","A549","SNG"
"Lib90_00777",8181,892,47257,4219,2068,0,3125,5766,38509,0.805889532107848,0.814666489738376,"FALSE",FALSE,5766,3.7609499514109,38509,4.58557351862273,27.9337297774546,39.9205380560388,52.6162715209432,66.5324988963619,5766,3.7609499514109,27.9337297774546,39.9205380560388,52.6162715209432,66.5324988963619,"H1975","H1975","SNG"
"Lib90_00778",9357,1535,41436,6660,1953,0,2396,5837,33724,0.802218004743738,0.809186096196745,"FALSE",FALSE,5837,3.766264090652,33724,4.52795195834394,28.0453089787688,38.4711184912822,50.0652354406357,64.4496501008184,5837,3.766264090652,28.0453089787688,38.4711184912822,50.0652354406357,64.4496501008184,"H1975","H1975","SNG"
"Lib90_00779",8854,1079,46630,4761,2112,0,1922,5563,38511,0.815507257454881,0.771000293162916,"FALSE",FALSE,5563,3.74538712132001,38511,4.58559607293095,25.4498714652956,38.7681441666018,53.2627041624471,68.1285866375841,5563,3.74538712132001,25.4498714652956,38.7681441666018,53.2627041624471,68.1285866375841,"HCC827","HCC827","SNG"
"Lib90_00780",8377,971,46758,3688,2116,0,2854,5418,38122,0.792613189026648,0.808509309976048,"FALSE",FALSE,5418,3.73391915101239,38122,4.5811870690959,29.5629820051414,41.4170295367504,54.065893709669,69.2146267247259,5418,3.73391915101239,29.5629820051414,41.4170295367504,54.065893709669,69.2146267247259,"A549","A549","SNG"
"Lib90_00781",8499,987,47111,4313,2027,0,2278,5598,38108,0.819644168988232,0.768027509177204,"FALSE",FALSE,5598,3.74811046749498,38108,4.58102755280838,26.4852524404325,40.1621706728246,54.6551905111788,69.2899128791855,5598,3.74811046749498,26.4852524404325,40.1621706728246,54.6551905111788,69.2899128791855,"HCC827","HCC827","SNG"
"Lib90_00782",8240,932,46988,4047,1866,0,2794,5460,38271,0.79898617731468,0.804577668579951,"FALSE",FALSE,5460,3.73727217653554,38271,4.5828811579723,28.9122311933318,40.9317760183951,53.1655822946879,67.8712340937002,5460,3.73727217653554,28.9122311933318,40.9317760183951,53.1655822946879,67.8712340937002,"A549","A549","SNG"
"Lib90_00783",8879,1300,43067,4998,1894,0,2546,5526,34944,0.803256638964269,0.787631413795955,"FALSE",FALSE,5526,3.74248946458178,34944,4.54338504480984,24.4019001831502,35.9088827838828,48.7437042124542,64.6491529304029,5526,3.74248946458178,24.4019001831502,35.9088827838828,48.7437042124542,64.6491529304029,"H838","H838","SNG"
"Lib90_00784",8348,1484,45018,5968,1654,0,3047,5580,36593,0.829830841737537,0.765173457991021,"FALSE",FALSE,5580,3.74671202251666,36593,4.56340988374135,32.683846637335,45.8421009482688,58.5822425053972,71.5246085316864,5580,3.74671202251666,32.683846637335,45.8421009482688,58.5822425053972,71.5246085316864,"HCC827","HCC827","SNG"
"Lib90_00785",7321,1018,47571,4574,2164,0,2954,5621,38195,0.798429113549305,0.815394471686223,"FALSE",FALSE,5621,3.74989084127142,38195,4.58201788466863,28.8650346904045,40.2853776672339,52.5409084958764,66.9118994632805,5621,3.74989084127142,28.8650346904045,40.2853776672339,52.5409084958764,66.9118994632805,"A549","A549","SNG"
"Lib90_00786",8948,1231,44839,5893,2094,0,2545,5917,36762,0.819841140084913,0.791822862786882,"FALSE",FALSE,5917,3.77217496082461,36762,4.56541094423432,25.8419019639845,38.3629835155867,51.1343234862086,65.0100647407649,5917,3.77217496082461,25.8419019639845,38.3629835155867,51.1343234862086,65.0100647407649,"H1975","H1975","SNG"
"Lib90_00787",10104,1633,43869,7065,1855,0,2541,5884,35575,0.814223471310127,0.800927392571358,"FALSE",FALSE,5884,3.76974646717945,35575,4.55115711644088,23.6120871398454,34.6113843991567,46.6366830639494,62.1026001405481,5884,3.76974646717945,23.6120871398454,34.6113843991567,46.6366830639494,62.1026001405481,"H838","H838","SNG"
"Lib90_00788",9216,1697,44340,5872,1995,0,3003,5571,36275,0.804962094884917,0.783817840436157,"FALSE",FALSE,5571,3.74601110775193,36275,4.55961939322544,25.6209510682288,37.2157133011716,50.0013783597519,65.6016540317023,5571,3.74601110775193,25.6209510682288,37.2157133011716,50.0013783597519,65.6016540317023,"H838","H838","SNG"
"Lib90_00789",7614,1245,47548,5190,2000,0,2194,5560,38590,0.818217154491263,0.765690395001193,"FALSE",FALSE,5560,3.7451528950769,38590,4.58648603249353,27.1132417724799,40.3057786991449,54.638507385333,69.2381445970459,5560,3.7451528950769,27.1132417724799,40.3057786991449,54.638507385333,69.2381445970459,"HCC827","HCC827","SNG"
